Model Name: GCN
Dataset: PUBMED
Hidden Layers: 2
Optimization started....
epoch: 001, loss: 1.7924, val_acc: 0.2510
epoch: 038, loss: 0.0162, val_acc: 0.7590
epoch: 039, loss: 0.0209, val_acc: 0.7590
epoch: 040, loss: 0.0132, val_acc: 0.7590
epoch: 041, loss: 0.0146, val_acc: 0.7610
epoch: 042, loss: 0.0130, val_acc: 0.7610
epoch: 043, loss: 0.0140, val_acc: 0.7600
epoch: 044, loss: 0.0121, val_acc: 0.7600
epoch: 045, loss: 0.0103, val_acc: 0.7600
epoch: 046, loss: 0.0099, val_acc: 0.7610
epoch: 047, loss: 0.0126, val_acc: 0.7630
epoch: 048, loss: 0.0112, val_acc: 0.7640
epoch: 049, loss: 0.0117, val_acc: 0.7640
epoch: 050, loss: 0.0094, val_acc: 0.7640
epoch: 051, loss: 0.0088, val_acc: 0.7670
epoch: 052, loss: 0.0091, val_acc: 0.7670
epoch: 053, loss: 0.0091, val_acc: 0.7650
epoch: 054, loss: 0.0085, val_acc: 0.7680
epoch: 055, loss: 0.0071, val_acc: 0.7690
epoch: 056, loss: 0.0095, val_acc: 0.7700
epoch: 057, loss: 0.0082, val_acc: 0.7700
epoch: 058, loss: 0.0086, val_acc: 0.7700
epoch: 059, loss: 0.0082, val_acc: 0.7680
epoch: 060, loss: 0.0081, val_acc: 0.7690
epoch: 061, loss: 0.0066, val_acc: 0.7700
epoch: 062, loss: 0.0075, val_acc: 0.7700
epoch: 063, loss: 0.0083, val_acc: 0.7700
epoch: 064, loss: 0.0075, val_acc: 0.7690
epoch: 065, loss: 0.0073, val_acc: 0.7690
epoch: 066, loss: 0.0070, val_acc: 0.7700
epoch: 067, loss: 0.0076, val_acc: 0.7700
epoch: 068, loss: 0.0081, val_acc: 0.7700
epoch: 069, loss: 0.0075, val_acc: 0.7700
epoch: 070, loss: 0.0070, val_acc: 0.7700
epoch: 071, loss: 0.0066, val_acc: 0.7700
epoch: 072, loss: 0.0057, val_acc: 0.7700
epoch: 073, loss: 0.0056, val_acc: 0.7700
epoch: 074, loss: 0.0069, val_acc: 0.7710
epoch: 075, loss: 0.0060, val_acc: 0.7710
epoch: 076, loss: 0.0071, val_acc: 0.7710
epoch: 077, loss: 0.0059, val_acc: 0.7710
epoch: 078, loss: 0.0068, val_acc: 0.7710
epoch: 079, loss: 0.0069, val_acc: 0.7720
epoch: 080, loss: 0.0068, val_acc: 0.7720
epoch: 081, loss: 0.0080, val_acc: 0.7720
epoch: 082, loss: 0.0061, val_acc: 0.7730
epoch: 083, loss: 0.0067, val_acc: 0.7720
epoch: 084, loss: 0.0077, val_acc: 0.7710
epoch: 085, loss: 0.0083, val_acc: 0.7710
epoch: 086, loss: 0.0107, val_acc: 0.7730
epoch: 087, loss: 0.0064, val_acc: 0.7740
epoch: 088, loss: 0.0078, val_acc: 0.7750
epoch: 089, loss: 0.0077, val_acc: 0.7770
epoch: 090, loss: 0.0063, val_acc: 0.7760
epoch: 091, loss: 0.0074, val_acc: 0.7750
epoch: 092, loss: 0.0063, val_acc: 0.7750
epoch: 093, loss: 0.0062, val_acc: 0.7750
epoch: 094, loss: 0.0068, val_acc: 0.7760
epoch: 095, loss: 0.0069, val_acc: 0.7780
epoch: 096, loss: 0.0061, val_acc: 0.7770
epoch: 097, loss: 0.0061, val_acc: 0.7770
epoch: 098, loss: 0.0066, val_acc: 0.7770
epoch: 099, loss: 0.0082, val_acc: 0.7780
epoch: 100, loss: 0.0079, val_acc: 0.7780
epoch: 101, loss: 0.0077, val_acc: 0.7780
epoch: 102, loss: 0.0092, val_acc: 0.7780
epoch: 103, loss: 0.0080, val_acc: 0.7780
epoch: 104, loss: 0.0075, val_acc: 0.7770
epoch: 105, loss: 0.0079, val_acc: 0.7780
epoch: 106, loss: 0.0058, val_acc: 0.7760
epoch: 107, loss: 0.0079, val_acc: 0.7760
epoch: 108, loss: 0.0071, val_acc: 0.7760
epoch: 109, loss: 0.0066, val_acc: 0.7770
epoch: 110, loss: 0.0062, val_acc: 0.7770
epoch: 111, loss: 0.0065, val_acc: 0.7770
epoch: 112, loss: 0.0072, val_acc: 0.7770
epoch: 113, loss: 0.0076, val_acc: 0.7780
epoch: 114, loss: 0.0080, val_acc: 0.7760
epoch: 115, loss: 0.0073, val_acc: 0.7760
epoch: 116, loss: 0.0061, val_acc: 0.7760
epoch: 117, loss: 0.0057, val_acc: 0.7760
epoch: 118, loss: 0.0071, val_acc: 0.7760
epoch: 119, loss: 0.0094, val_acc: 0.7780
epoch: 120, loss: 0.0064, val_acc: 0.7780
epoch: 121, loss: 0.0071, val_acc: 0.7800
epoch: 122, loss: 0.0080, val_acc: 0.7780
epoch: 123, loss: 0.0074, val_acc: 0.7760
epoch: 124, loss: 0.0084, val_acc: 0.7750
epoch: 125, loss: 0.0075, val_acc: 0.7740
epoch: 126, loss: 0.0072, val_acc: 0.7700
epoch: 127, loss: 0.0063, val_acc: 0.7700
epoch: 128, loss: 0.0076, val_acc: 0.7710
epoch: 129, loss: 0.0069, val_acc: 0.7720
epoch: 130, loss: 0.0063, val_acc: 0.7720
epoch: 131, loss: 0.0057, val_acc: 0.7720
epoch: 132, loss: 0.0055, val_acc: 0.7750
epoch: 133, loss: 0.0061, val_acc: 0.7740
epoch: 134, loss: 0.0072, val_acc: 0.7760
epoch: 135, loss: 0.0061, val_acc: 0.7740
epoch: 136, loss: 0.0064, val_acc: 0.7740
epoch: 137, loss: 0.0064, val_acc: 0.7720
epoch: 138, loss: 0.0069, val_acc: 0.7740
epoch: 139, loss: 0.0059, val_acc: 0.7750
epoch: 140, loss: 0.0080, val_acc: 0.7760
epoch: 141, loss: 0.0065, val_acc: 0.7750
epoch: 142, loss: 0.0070, val_acc: 0.7770
epoch: 143, loss: 0.0061, val_acc: 0.7780
epoch: 144, loss: 0.0062, val_acc: 0.7760
epoch: 145, loss: 0.0052, val_acc: 0.7770
epoch: 146, loss: 0.0069, val_acc: 0.7760
epoch: 147, loss: 0.0064, val_acc: 0.7790
epoch: 148, loss: 0.0061, val_acc: 0.7780
epoch: 149, loss: 0.0073, val_acc: 0.7780
epoch: 150, loss: 0.0070, val_acc: 0.7750
epoch: 151, loss: 0.0065, val_acc: 0.7720
epoch: 152, loss: 0.0062, val_acc: 0.7690
epoch: 153, loss: 0.0071, val_acc: 0.7650
epoch: 154, loss: 0.0090, val_acc: 0.7640
epoch: 155, loss: 0.0070, val_acc: 0.7640
epoch: 156, loss: 0.0064, val_acc: 0.7610
epoch: 157, loss: 0.0087, val_acc: 0.7620
epoch: 158, loss: 0.0072, val_acc: 0.7580
epoch: 159, loss: 0.0080, val_acc: 0.7570
epoch: 160, loss: 0.0067, val_acc: 0.7560
epoch: 161, loss: 0.0068, val_acc: 0.7510
epoch: 162, loss: 0.0064, val_acc: 0.7590
epoch: 163, loss: 0.0069, val_acc: 0.7590
epoch: 164, loss: 0.0060, val_acc: 0.7620
epoch: 165, loss: 0.0068, val_acc: 0.7610
epoch: 166, loss: 0.0064, val_acc: 0.7610
epoch: 167, loss: 0.0068, val_acc: 0.7620
epoch: 168, loss: 0.0060, val_acc: 0.7640
epoch: 169, loss: 0.0051, val_acc: 0.7700
epoch: 170, loss: 0.0048, val_acc: 0.7720
epoch: 171, loss: 0.0059, val_acc: 0.7730
epoch: 172, loss: 0.0067, val_acc: 0.7750
epoch: 173, loss: 0.0055, val_acc: 0.7770
epoch: 174, loss: 0.0051, val_acc: 0.7780
epoch: 175, loss: 0.0064, val_acc: 0.7780
epoch: 176, loss: 0.0054, val_acc: 0.7750
epoch: 177, loss: 0.0078, val_acc: 0.7780
epoch: 178, loss: 0.0048, val_acc: 0.7780
epoch: 179, loss: 0.0051, val_acc: 0.7800
epoch: 180, loss: 0.0049, val_acc: 0.7800
epoch: 181, loss: 0.0054, val_acc: 0.7790
epoch: 182, loss: 0.0063, val_acc: 0.7800
epoch: 183, loss: 0.0055, val_acc: 0.7800
epoch: 184, loss: 0.0066, val_acc: 0.7800
epoch: 185, loss: 0.0048, val_acc: 0.7790
epoch: 186, loss: 0.0069, val_acc: 0.7770
epoch: 187, loss: 0.0070, val_acc: 0.7790
epoch: 188, loss: 0.0063, val_acc: 0.7780
epoch: 189, loss: 0.0055, val_acc: 0.7770
epoch: 190, loss: 0.0065, val_acc: 0.7780
epoch: 191, loss: 0.0058, val_acc: 0.7780
epoch: 192, loss: 0.0074, val_acc: 0.7780
epoch: 193, loss: 0.0057, val_acc: 0.7770
epoch: 194, loss: 0.0053, val_acc: 0.7750
epoch: 195, loss: 0.0052, val_acc: 0.7750
epoch: 196, loss: 0.0046, val_acc: 0.7730
epoch: 197, loss: 0.0066, val_acc: 0.7730
epoch: 198, loss: 0.0048, val_acc: 0.7730
epoch: 199, loss: 0.0053, val_acc: 0.7730
epoch: 200, loss: 0.0052, val_acc: 0.7710
Evaluating on Test set
Test iteration: 1  complete --- accuracy  0.78
Maximum accuracy on Test set: 0.7800
Average accuracy on Test set: 0.7800
